"","GSM1052615","GSM1052616","GSM1052617","GSM1052618","GSM1052619","GSM1052620"
"ATP6AP1L",7.14836,7.25396,7.18993,7.71854,7.83562,7.59212
"XRCC4",9.58882,9.45253,9.71433,9.09149,9.06058,9.14048
"VCAN",6.96817,6.44022,6.94902,7.03449,6.81916,6.84794
"NBPF22P",6.39803,6.27765,6.45103,6.6906,6.22465,6.50653
"COX7C",10.5446,10.2434,10.4473,10.8033,10.8686,10.8462
"RASA1",10.5003,10.4034,10.4728,10.4589,10.5342,10.3446
"LOC731157",8.3245,8.13202,8.10234,7.9945,8.00994,8.13127
"POLR3G",10.6338,10.326,10.7012,9.6664,9.8794,9.43491
"ADGRV1",7.16066,7.12735,7.33827,7.81615,8.00316,7.79407
"NR2F1",8.80061,8.72158,8.74599,9.83738,9.67576,10.1071
"SLF1",8.9019,8.55463,8.99582,7.97985,8.12574,7.78784
"FAM81B",6.06948,6.24377,5.96437,6.01019,5.89288,6.06904
"ARSK",8.79487,8.44271,8.8975,9.38035,9.28406,9.2528
"GPR150",8.9156,9.10571,8.77006,8.85034,8.797,8.77597
"RFESD",7.29224,7.11238,7.54539,7.31324,7.28668,6.65903
"RHOBTB3",10.7933,10.842,11.0128,12.1736,12.2084,12.0246
"LINC01554",6.76129,6.86885,6.64583,6.86283,6.69784,6.66228
"CAST",11.6021,11.5439,11.583,11.5521,11.5605,11.5065
"ERAP2",7.07876,6.80925,7.1092,7.43927,7.41608,7.10502
"LNPEP",10.6668,10.5635,10.7541,11.1998,11.231,11.2138
"RGMB",9.2657,9.20807,9.2971,8.69019,8.70182,8.74515
"FAM174A",8.14052,8.01618,8.53889,8.17208,8.36689,8.40694
"PAM",10.0595,9.94866,10.0027,10.1695,10.2216,10.2619
"PPIP5K2",11.4148,11.2309,11.4091,11.6083,11.5789,11.5216
"MACIR",10.0065,9.86296,10.0943,10.4941,10.466,10.4604
"RAB9BP1",4.96027,4.98649,5.14767,4.97344,5.11537,4.74448
"FER",9.49186,9.37476,9.483,9.50958,9.62261,9.29331
"MAN2A1",9.72671,9.59931,9.77279,9.95687,10.0673,9.86647
"SLC25A46",11.2801,11.3192,11.2123,11.3115,11.3569,11.1868
"TSLP",4.61791,4.59477,4.51298,4.83007,4.7542,4.77484
"WDR36",11.1075,10.9817,11.1888,10.2894,10.3188,10.0018
"CAMK4",10.4425,10.3556,10.4696,9.58862,9.39151,9.38217
"EPB41L4A-AS1",9.72828,9.57295,9.72045,9.90544,9.90473,9.92759
"SNORA13",7.93623,7.79101,8.1767,7.21313,6.92491,7.1328
"EPB41L4A-DT",8.09665,8.06796,7.90755,7.79791,7.63883,7.91639
"APC",9.13596,8.95608,9.04901,9.45667,9.59446,9.39741
"SRP19",9.97474,9.99906,9.96965,9.77291,9.68092,9.81532
"DCP2",9.66251,9.4177,9.66494,9.22549,9.28926,9.24987
"YTHDC2",9.60973,9.49405,9.62216,9.88321,10.0524,9.85175
"KCNN2",6.87294,7.01789,6.92334,6.80789,6.85207,6.907
"AP3S1",11.3266,11.3958,11.2951,11.0553,11.0796,10.9332
"LVRN",5.46246,5.44954,5.28871,5.25929,5.16426,5.38041
"COMMD10",10.1065,9.97842,10.2076,10.0802,10.0461,9.97431
"DMXL1",9.12553,8.84682,9.19607,9.73221,9.90975,9.71732
"TNFAIP8",7.67015,7.52258,7.63795,7.28719,7.1165,7.17322
"HSD17B4",10.7647,10.5463,10.6968,11.0719,10.9767,11.0388
"FAM170A",6.35351,6.35056,6.23475,6.13678,6.16458,6.09063
"PRR16",8.93083,8.91729,8.87382,9.9092,9.93378,9.69403
"FTMT",5.20132,4.9975,4.97153,5.07123,4.95195,5.25877
"SRFBP1",10.7288,10.6113,10.7189,10.0328,10.2531,10.0653
"SNCAIP",6.8626,6.9122,6.72785,7.31298,7.41914,7.1861
"SNX2",12.1114,12.0856,12.2551,12.1651,12.2722,11.7266
"SNX24",9.57365,9.51506,9.70325,9.34984,9.31601,9.25139
"PRDM6",7.00915,7.20708,7.00589,6.91897,6.94604,7.02747
"CSNK1G3",10.1674,9.94659,10.1245,9.85623,10.0064,9.6652
"GRAMD2B",8.6751,8.66619,8.78681,9.97408,9.77647,9.82274
"PHAX",9.82436,9.64572,9.79729,9.37825,9.39657,9.41632
"TEX43",4.81548,4.82707,4.78267,4.90622,4.76297,4.72094
"LMNB1",10.3377,10.095,10.2753,8.98003,8.65301,8.69934
"MEGF10",7.26558,7.16638,7.1953,6.54612,6.54113,6.63177
"PRRC1",11.3654,11.3442,11.4972,11.3814,11.3645,11.4111
"CTXN3",5.86308,6.03376,5.75917,5.5398,5.74536,5.78017
"SLC12A2",10.4588,10.3922,10.3812,10.3081,10.2173,10.2553
"SLC27A6",5.56817,5.765,5.80938,5.82092,5.78907,5.65384
"ISOC1",9.63312,9.31709,9.53295,8.71791,8.94846,8.73087
"ADAMTS19",5.89174,6.05615,5.89484,5.77861,5.79536,5.88477
"MINAR2",4.17773,4.2534,4.3299,4.3194,4.18872,4.02468
"CHSY3",6.3325,6.28762,6.54581,6.28613,6.07521,6.31223
"RNU6ATAC",7.24388,7.29513,7.32313,7.4552,7.35747,7.67551
"LYRM7",8.83408,8.41276,8.7811,8.5177,8.56001,8.39892
"CDC42SE2",10.2409,10.0266,10.2232,10.1815,10.0358,9.98979
"IL3",5.76014,5.75631,5.75339,5.6587,5.55691,5.84749
"CSF2",6.18822,6.21444,6.11025,5.75104,5.83748,5.87226
"PDLIM4",9.49149,9.40046,9.41311,9.63749,9.47387,9.65552
"SLC22A4",8.55896,8.27371,8.4009,8.60892,8.68767,8.68134
"SLC22A5",8.68281,8.52078,8.63488,9.2327,9.22928,8.98506
"IRF1-AS1",8.01657,8.03642,8.07078,8.51314,8.4282,8.61326
"RAD50",10.2332,10.1781,10.2813,10.7231,10.8225,10.4462
"IL13",6.85649,7.04359,6.85698,6.87538,6.88498,6.91786
"IL4",5.10942,5.12754,4.99422,5.05514,5.10358,5.12754
"CCNI2",6.80954,7.11894,7.11446,7.05414,6.98473,6.99151
"SOWAHA",8.22737,8.42699,8.1448,8.3363,8.37809,8.33807
"UQCRQ",10.8122,10.8341,10.8335,11.0784,11.0927,11.1988
"LEAP2",7.75991,7.5021,7.79818,7.45371,7.26193,7.29446
"HSPA4",11.6365,11.4812,11.6047,11.2337,11.2534,11.1389
"TCF7",7.64602,7.68921,7.67786,7.7583,7.77015,7.86558
"UBE2B",9.81578,9.53161,9.86765,9.71961,9.71961,9.74534
"JADE2",9.77072,9.67485,9.76261,9.57252,9.45965,9.57561
"SEC24A",10.9405,10.9105,10.9527,10.8264,10.8633,10.8591
"CAMLG",9.42973,9.23937,9.60987,9.98082,9.92929,9.9343
"DDX46",11.4602,11.3329,11.5195,10.9197,10.9385,10.7135
"C5orf24",11.3299,11.2968,11.3762,11.6579,11.6623,11.5764
"TXNDC15",9.73026,9.55999,9.7817,10.2626,10.2567,10.1669
"PCBD2",7.80093,7.60686,7.67573,7.75965,7.87145,7.78949
"CATSPER3",6.01595,6.14153,6.11941,6.30618,6.07693,6.18867
"SLC25A48",7.3193,7.29422,7.1875,7.13739,7.17737,7.27349
"FBXL21P",5.4751,5.37148,5.40852,5.57917,5.37567,5.2364
"TGFBI",10.9089,10.8734,10.7829,10.8821,10.8077,10.7459
"SMAD5",11.1337,11.1667,11.1679,10.886,10.7672,10.8418
"NPY6R",5.63418,5.71987,5.52185,6.0326,6.06737,6.05819
"MYOT",5.66838,5.58378,5.52341,5.92799,5.86166,6.03267
"PKD2L2",4.66273,4.8415,4.73856,4.97555,4.89097,4.76018
"WNT8A",6.4409,6.57425,6.41714,6.25906,6.20079,6.39351
"KIF20A",12.2047,12.163,12.1994,11.6223,11.3343,11.3521
"FAM53C",9.35949,9.21814,9.25544,9.40642,9.33979,9.49176
"KDM3B",10.5478,10.4376,10.5551,10.825,10.8322,10.7466
"REEP2",9.15053,9.15734,8.99389,10.1827,10.0575,10.2375
"EGR1",9.46807,9.47478,9.49463,8.28169,8.37862,8.57119
"CTNNA1",11.9553,11.9046,11.9221,12.0823,12.0362,12.0049
"SNORA74A",9.65709,9.56146,9.82703,8.95169,8.97022,8.88486
"PAIP2",12.335,12.334,12.3931,12.4498,12.4283,12.4569
"UBE2D2",11.3254,11.2026,11.2849,11.0473,11.0397,11.1541
"CXXC5",10.227,10.1089,10.2383,11.1444,11.0889,11.1689
"PSD2",6.95275,7.32286,7.14469,7.15244,7.11986,7.16066
"PURA",12.0262,12.0547,12.1107,11.8897,11.8988,11.8414
"IGIP",6.57138,6.51868,6.32499,6.71385,6.89008,6.86869
"CYSTM1",9.88949,9.82522,9.79338,10.2494,10.3026,10.349
"SLC4A9",6.87499,7.00028,6.89527,6.78538,6.92862,7.09037
"SLC35A4",11.9823,11.9715,11.9642,11.9381,11.878,12.1002
"TMCO6",9.57986,9.68486,9.60013,9.61823,9.45145,9.55234
"WDR55",9.59702,9.50256,9.54414,9.35034,9.36158,9.18911
"HARS2",9.95927,9.66736,9.84633,10.0547,10.1522,10.2176
"ZMAT2",10.2219,10.0139,10.1712,10.6794,10.7078,10.8722
"VTRNA1-1",6.93778,6.53047,6.00214,7.23716,7.06379,6.6174
"VTRNA1-2",6.23121,6.14913,6.08291,6.09015,5.81556,6.15603
"VTRNA1-3",9.08611,8.84342,8.8416,8.15615,8.13863,8.11736
"PCDHB1",5.3151,5.42785,5.46811,6.00534,5.82368,5.78611
"PCDHB2",9.93652,9.7462,9.96694,10.3142,10.3154,10.4912
"PCDHB3",7.11301,6.95126,7.05353,8.0403,8.39591,8.26364
"PCDHB4",4.90712,4.94934,4.99753,6.24164,6.34723,5.68295
"PCDHB5",10.502,10.3358,10.4945,10.866,10.761,11.0107
"PCDHB6",8.08344,7.59356,8.11911,8.19838,8.3268,8.35012
"PCDHB17P",8.21048,8.02301,8.27702,8.75268,8.73464,8.91365
"PCDHB7",7.2837,7.49621,7.48076,8.43365,8.30244,8.48108
"PCDHB8",7.394,7.50159,7.54282,8.46594,8.64366,8.56062
"PCDHB16",10.1751,10.1231,10.0896,10.7895,10.7668,10.7509
"PCDHB9",9.10287,9.05499,9.26727,9.99533,10.0509,10.1473
"PCDHB10",7.27577,7.22614,7.35903,8.2752,8.28344,8.30998
"PCDHB11",7.21091,7.36617,7.16552,8.00084,8.19347,8.00877
"PCDHB12",7.17925,7.0653,7.13203,7.82218,8.03761,7.99895
"PCDHB13",7.40669,7.36972,7.64688,8.40646,8.74901,8.38464
"PCDHB14",7.71814,7.63388,7.85523,9.08454,9.37523,8.97035
"PCDHB18P",7.28952,7.44669,7.43923,8.93729,9.04068,8.89661
"PCDHB15",6.91033,6.85029,7.00406,8.68099,8.77812,9.04306
"RELL2",7.90624,7.95375,7.95983,8.08882,7.8556,8.18281
"DELE1",10.366,10.249,10.3216,10.7586,10.673,10.6316
"RNF14",11.2794,11.245,11.3102,11.4283,11.4611,11.54
"NDFIP1",10.294,10.1193,10.4398,10.3826,10.3526,10.271
"ARHGAP26",9.12527,9.21269,9.17977,9.75768,9.84926,9.80055
"HMHB1",7.42242,7.46661,7.33211,7.37809,7.29519,7.59539
"KCTD16",6.42851,6.44098,6.20708,6.20811,6.36818,6.73113
"SH3RF2",7.10727,7.3077,7.13889,7.65471,7.45401,7.58557
"RBM27",11.1543,11.0474,11.2435,10.8611,10.8284,10.8566
"POU4F3",7.23982,7.45126,7.24533,7.25708,7.12035,7.16882
"TCERG1",11.1927,11.1431,11.1898,10.3852,10.4029,10.2794
"STK32A",5.35569,5.479,5.54185,5.99139,5.96048,5.93469
"SCGB3A2",5.47516,5.64597,5.39504,5.65338,5.49059,5.73264
"SPINK5",5.16595,5.24794,5.19457,5.11307,5.28179,5.17874
"SPINK14",3.79819,3.75736,3.5848,3.80478,3.54126,3.65925
"SPINK6",4.6612,4.7177,4.65984,4.69751,4.65875,4.93484
"SPINK7",4.10201,4.02331,4.17578,4.06877,3.95542,4.24921
"SPINK9",5.28164,5.18051,5.04954,5.28916,5.10666,5.35164
"FBXO38",10.8275,10.7691,10.9176,10.9531,10.9996,10.8221
"ADRB2",7.67455,7.93804,7.78555,7.02315,7.08846,7.39858
"ABLIM3",8.54309,8.56888,8.76847,8.65619,8.58819,8.96974
"AFAP1L1",8.8223,8.70412,8.90131,8.30904,8.15887,8.24641
"GRPEL2",11.3267,11.2616,11.3675,10.8619,10.7189,10.5999
"PCYOX1L",9.25282,9.34893,9.28099,10.3303,10.1549,10.4285
"ARHGEF37",7.50939,7.45009,7.37441,9.51444,9.62981,9.5968
"PPARGC1B",8.74039,8.85905,8.59703,8.03425,8.22041,8.1764
"SLC26A2",12.5775,12.5403,12.5752,11.8306,11.9095,11.6957
"HMGXB3",10.4024,10.3596,10.425,10.3447,10.4041,10.35
"RPL7",13.1177,13.1769,13.2086,13.1844,13.3235,13.2521
"CDX1",7.7472,7.90497,7.85071,7.69019,7.65861,7.68974
"SLC6A7",6.73659,6.94033,6.64298,6.66535,6.63875,6.69519
"TCOF1",10.6357,10.622,10.6986,9.52,9.25138,9.41633
"NDST1",11.3,11.2932,11.3199,11.3,11.317,11.2492
"SYNPO",8.66505,8.75549,8.73668,9.41056,9.23131,9.33046
"MYOZ3",7.25596,7.4059,7.32091,7.12728,7.00971,7.20252
"SMIM3",7.70654,7.80194,7.62952,7.6459,7.70785,7.61618
"GPX3",9.42328,9.46121,9.46451,10.3466,10.3491,10.3938
"GM2A",10.17,10.0925,10.1868,10.8017,10.8751,10.6969
"SLC36A1",9.33994,9.31112,9.34969,9.29175,9.26099,9.38738
"G3BP1",12.526,12.4637,12.5919,11.8419,11.8601,11.7171
"GRIA1",6.14218,6.37797,6.08513,5.9683,6.04408,6.07024
"MFAP3",11.1092,10.8902,11.2043,11.1532,11.1371,11.0566
"GALNT10",9.8885,9.75036,9.84797,9.7205,9.66257,9.64522
"SAP30L",9.29967,9.10103,9.22544,9.33229,9.17814,9.24278
"LARP1",11.9419,11.934,11.9511,11.761,11.7038,11.688
"CNOT8",10.1422,10.2808,10.2224,10.1684,10.2043,10.133
"MRPL22",9.19749,9.02881,9.25116,8.90224,8.93602,9.1823
"SGCD",6.14534,6.18665,6.16634,6.73995,6.91442,6.60821
"PPP1R2B",5.65032,5.75827,5.64812,5.58977,5.39525,5.63253
"ITK",5.67652,5.7168,5.60875,5.46489,5.41507,5.53786
"CYFIP2",9.1623,9.21334,9.23055,10.0992,10.1116,9.88661
"NIPAL4",7.45742,7.50404,7.32245,7.6688,7.66059,7.85355
"C5orf52",5.72604,5.8066,5.59188,5.73754,5.53246,5.61876
"THG1L",9.93121,9.71915,9.85812,10.1736,9.97301,10.2187
"LSM11",8.04676,8.0715,8.06021,7.5543,7.56626,7.50707
"UBLCP1",11.2389,11.3194,11.4034,11.3634,11.3966,11.175
"ADRA1B",8.79362,8.71117,8.82082,8.25435,8.31433,8.43344
"TTC1",9.77538,9.62227,9.61784,9.66532,9.86925,9.76843
"FABP6",9.689,9.53159,9.69106,9.98619,9.79831,10.1267
"PTTG1",10.5631,10.4019,10.468,9.73747,9.61443,9.71678
"GABRA6",6.00859,6.17229,5.95915,5.91418,5.64614,5.95764
"GABRA1",5.90551,5.90552,5.66368,5.66763,5.5493,5.6041
"GABRG2",7.56629,7.39954,7.49707,8.69979,8.52035,8.43556
"CCNG1",12.7674,12.7358,12.8884,13.1291,13.2131,13.1348
"HMMR",10.2874,10.1051,10.2247,9.46628,9.25374,8.87761
"MAT2B",9.70689,9.4533,9.69474,9.84621,9.82885,9.7501
"RPLP0",13.9665,14.0117,13.9936,14.0622,14.1178,14.091
"TENM2",8.65528,8.46144,8.51563,8.05317,7.68396,7.84562
"WWC1",8.04736,7.9885,8.09684,7.53995,7.27475,7.423
"RARS1",12.0256,11.9062,12.0813,11.6569,11.7459,11.6979
"SPDL1",11.4733,11.3054,11.4221,10.3789,10.246,10.0549
"DOCK2",7.71037,7.67376,7.81786,7.55116,7.72615,7.57495
"FOXI1",7.38684,7.5993,7.44174,7.42748,7.28083,7.38973
"LINC01366",6.77474,6.92164,6.83393,7.13792,7.37153,6.84431
"KCNIP1",6.62881,6.72822,6.38148,6.83526,7.07578,6.88846
"GABRP",6.67671,6.67851,6.6645,6.73953,6.7589,6.64718
"RANBP17",8.46744,8.22999,8.44046,8.81005,9.03133,8.5698
"TLX3",6.80031,6.9531,6.87197,6.55746,6.57146,6.81303
"FGF18",7.64708,7.73827,7.54238,7.58926,7.43902,7.60305
"SMIM23",6.65066,6.64234,6.76095,6.54163,6.23488,6.48508
"LOC100288254",5.44645,5.61648,5.28985,5.57628,5.44684,5.52394
"ERGIC1",11.4049,11.3806,11.352,11.2311,11.1493,11.2494
"ATP6V0E1",12.6039,12.5494,12.567,12.8132,12.7923,12.8641
"CREBRF",9.27268,9.19452,9.31644,10.33,10.4398,10.1826
"BNIP1",8.66212,8.46012,8.49384,8.22821,8.22449,8.30148
"CPEB4",9.32853,9.0335,9.32275,9.20381,9.42718,9.38236
"C5orf47",5.14929,5.06808,5.20642,5.00277,5.20685,5.12233
"NSG2",6.17482,6.45099,6.07554,5.99469,6.03845,6.19363
"MSX2",8.85053,8.87053,8.95468,9.01711,8.86977,9.04602
"SFXN1",11.7846,11.7039,11.807,10.9117,10.9094,10.799
"HRH2",6.35188,6.51009,6.3893,6.3097,6.11453,6.37652
"CPLX2",7.23067,7.35043,7.02715,7.08543,6.77172,7.00803
"SIMC1",8.67632,8.54923,8.78916,8.08441,8.32678,8.39595
"ARL10",7.42878,7.50202,7.371,7.48851,7.27426,7.41949
"HIGD2A",12.1316,11.9885,12.0888,12.5407,12.2731,12.4783
"FAF2",12.0137,11.978,12.062,11.9314,11.8872,11.803
"CDHR2",6.86577,6.99441,6.77769,6.78196,6.67471,6.78188
"EIF4E1B",7.94211,8.2415,7.98024,8.02563,8.00028,8.01324
"TSPAN17",9.62373,9.70353,9.56574,9.89714,9.73359,9.82568
"UNC5A",7.59701,7.7675,7.69437,7.39981,7.36858,7.66929
"ZNF346",9.37251,9.24842,9.37441,9.41734,9.41784,9.41722
"FGFR4",8.12144,8.08698,8.09386,8.47326,8.41087,8.7012
"NSD1",10.3527,10.2434,10.3277,10.4965,10.3611,10.377
"PRELID1",12.9427,12.8764,12.8881,12.6979,12.5497,12.7461
"RGS14",8.3745,8.44465,8.26762,8.38478,8.36349,8.48501
"SLC34A1",7.60496,7.73148,7.5211,7.47832,7.52703,7.54324
"GRK6",9.12636,9.05781,8.98843,9.19234,9.12475,8.99483
"PRR7",9.40887,9.45587,9.3891,9.45587,9.51452,9.64792
"TMED9",10.6177,10.5468,10.6071,10.4618,10.2022,10.3976
"B4GALT7",9.54538,9.57094,9.52873,9.68673,9.68423,9.58086
"N4BP3",7.38337,7.48942,7.33801,7.42677,7.11422,7.28947
"RMND5B",9.39465,9.3469,9.43094,9.76707,9.72738,9.63202
"HNRNPAB",12.9632,12.8453,12.9442,12.2452,12.2061,12.2401
"ZNF354B",8.18165,7.89337,8.19136,8.12245,8.49128,8.0502
"ZFP2",5.27434,5.326,5.18663,5.67126,5.60172,5.52887
"ZNF454",7.73012,7.78621,7.89273,8.32043,8.33695,8.33038
"ZNF879",7.63753,7.41378,7.51778,8.16014,8.10143,7.93937
"ZNF354C",8.08815,7.69046,7.99805,8.05147,7.90406,7.78074
"RUFY1",9.95464,9.75881,9.87596,10.1765,10.1411,10.0884
"C5orf60",6.98059,6.83915,6.65647,6.46871,6.44098,6.61722
"CANX",13.371,13.3231,13.4395,13.3093,13.3577,13.3295
"SQSTM1",12.3503,12.2526,12.376,12.5997,12.7296,12.5305
"CNOT6",9.95577,9.69906,10.0186,9.65405,9.59319,9.46032
"BTNL3",4.4678,4.87422,4.52463,4.33787,4.34508,4.53575
"BTNL9",6.91781,7.08958,6.92054,6.85032,6.82,7.05515
"OR2V2",5.93242,5.87404,5.67604,5.71756,5.67282,5.53675
"TRIM41",9.32578,9.23868,9.205,9.61264,9.57675,9.7291
"CTC-338M12.4",9.9208,9.89721,9.93234,10.4562,10.5384,10.1238
"CCDC127",9.38504,8.85216,9.20494,9.33539,9.37921,9.39769
"EXOC3-AS1",7.71777,7.87091,7.57992,7.81387,7.86144,7.75137
"PP7080",6.88793,6.93219,6.84586,6.79045,6.88811,6.84599
"SLC9A3",7.04865,7.17511,7.03492,6.91453,6.93782,6.99448
"CEP72-DT",7.3388,7.40021,7.23493,7.0872,6.9495,7.14589
"TPPP",7.80121,8.00505,7.71816,7.54579,7.60582,7.83001
"ZDHHC11",8.01704,8.27386,8.11872,8.04576,8.21272,8.31796
"BRD9",9.72881,9.72097,9.88084,9.66883,9.74054,9.49667
"SLC12A7",8.77781,8.73798,8.55034,8.95645,8.77356,8.7794
"TERT",8.30684,8.3192,8.25656,7.95947,7.90864,8.03203
"CLPTM1L",11.1463,10.9038,11.0687,10.5118,10.4157,10.4068
"SLC6A3",7.57413,7.64972,7.4661,7.35407,7.32055,7.44146
"LPCAT1",10.4904,10.3781,10.4818,10.4301,10.3369,10.2558
"MRPL36",11.0095,11.1452,10.9469,10.8326,10.8389,10.9884
"IRX4",6.99374,7.02598,6.94594,6.85463,6.7372,6.89248
"IRX2",8.12423,8.37345,8.12363,8.11186,7.88088,8.29437
"LINC02145",6.43479,6.51413,6.52216,6.42192,6.43875,6.49038
"MED10",9.73761,10.2792,9.73237,9.19989,9.47387,9.26231
"NSUN2",11.0774,10.9142,11.0733,10.2943,10.2652,10.3371
"LOC442132",9.12098,9.05091,9.0369,8.97846,8.57147,8.77461
"FASTKD3",9.37478,9.26331,9.16322,8.9057,8.79018,8.58438
"SEMA5A",6.99075,7.22267,6.95143,6.92076,6.89608,7.22105
"TAS2R1",5.41535,5.51595,5.63007,5.52803,5.51417,5.45775
"ATPSCKMT",7.82134,7.26937,7.45188,7.73337,7.72838,7.66138
"CMBL",10.0078,9.87264,10.0224,10.4303,10.2659,10.7245
"DAP",11.9349,11.9567,11.9487,11.7619,11.7857,11.6523
"CTNND2",7.10899,7.43169,7.2734,7.08057,6.92266,7.24451
"DNAH5",5.76616,5.87717,5.85682,5.82145,5.76711,5.80236
"ANKH",10.5733,10.4691,10.6782,10.0533,9.91939,10.0542
"MARCHF11",6.47238,6.41507,6.5367,6.45006,6.41396,6.37423
"ZNF622",8.66568,8.50927,8.70926,8.60636,8.62418,8.61351
"RETREG1",8.32477,7.9339,8.28372,9.29527,9.35639,9.43215
"MYO10",9.09845,9.00403,9.22286,8.46389,8.41232,8.53426
"BASP1-AS1",6.60068,6.66968,6.59229,6.5409,6.42535,6.48016
"CDH18",5.86154,6.15573,6.0192,6.76851,7.08672,6.80719
"CDH12",9.19384,9.1925,9.31328,10.4938,10.597,10.3073
"CDH10",5.87525,5.84715,5.71557,8.20891,7.8515,7.70111
"CDH9",5.06061,5.24989,5.1579,6.43604,6.04985,6.25718
"DROSHA",10.8647,10.6993,10.93,10.6545,10.6621,10.7046
"GOLPH3",11.205,11.0395,11.1286,11.054,11.0216,10.9447
"MTMR12",10.6903,10.5544,10.7283,10.4889,10.5563,10.1939
"ZFR",12.1289,12.0553,12.1768,11.9618,11.8091,11.7917
"ADAMTS12",9.64264,9.66662,9.62713,8.832,8.70524,8.81717
"SLC45A2",6.20364,6.4655,6.15987,6.03849,6.29926,5.95392
"RAD1",9.91735,9.74547,9.87726,9.13064,8.86596,9.00171
"AGXT2",6.11882,6.36706,6.05047,6.05262,6.19885,6.17514
"PRLR",5.247,5.36122,5.19379,5.25678,5.23726,5.13403
"CAPSL",5.64018,5.55336,5.69007,5.81843,5.76453,5.79244
"UGT3A1",5.49438,5.52087,5.39968,5.51703,5.31643,5.46576
"UGT3A2",6.27655,6.32271,5.99451,6.59831,6.73512,6.39077
"LMBRD2",8.40599,7.9077,8.47461,9.05409,9.13209,8.95446
"NADK2",9.16051,8.90476,9.02883,9.16538,9.201,8.85115
"RANBP3L",4.74834,4.84873,4.65067,5.16576,4.7084,4.85915
"CPLANE1",8.67565,8.47425,8.75361,9.42237,9.50403,9.32666
"NUP155",12.4165,12.306,12.3947,11.6359,11.564,11.4622
"GDNF",7.83734,7.71422,7.85123,7.85584,8.11672,8.23277
"LIFR",9.2978,8.89518,9.22647,9.09387,8.98524,8.9411
"RICTOR",10.5269,10.4539,10.5292,10.6002,10.7417,10.4606
"FYB1",5.72648,5.78167,5.87053,7.98935,8.34323,8.0332
"C9",5.30459,5.43461,5.51518,5.09946,5.11777,5.27258
"DAB2",10.4292,10.2749,10.5505,10.688,10.7077,10.6122
"TTC33",8.43512,8.11699,8.38762,8.75208,8.67329,8.79098
"PRKAA1",11.0416,10.8018,11.0756,10.7145,10.8147,10.8697
"MROH2B",5.27929,5.46938,5.33689,5.25243,5.25644,5.19375
"C6",4.87059,4.92123,4.63464,4.54196,4.66625,4.57106
"PLCXD3",5.17469,5.2453,5.31637,5.3141,5.10814,5.27323
"OXCT1",10.2256,10.0418,10.2314,10.2323,10.2706,10.1133
"SELENOP",4.84434,4.79952,4.45144,7.54993,7.76724,7.36719
"LOC648987",8.95113,8.7422,8.99404,9.30439,9.54596,9.36135
"ANXA2R",7.05005,7.15767,7.14545,7.55817,7.66778,7.43706
"LOC100132356",7.77329,7.54528,7.56933,7.91481,7.96262,7.41407
"CCL28",9.12846,8.9082,9.17915,9.81647,10.0154,9.77289
"HMGCS1",9.44222,9.21122,9.42889,8.91296,8.97007,9.03269
"TMEM267",8.36455,8.15803,8.24089,8.14511,8.15684,8.09826
"C5orf34",9.4739,9.0676,9.42806,8.43942,8.14366,8.14723
"PAIP1",10.5813,10.5574,10.623,10.4323,10.5184,10.3021
"FGF10",5.54441,5.74661,5.7327,5.39926,5.44053,5.43978
"HCN1",7.02891,7.24959,7.31746,6.83013,6.89933,6.90057
"EMB",10.1191,9.82885,10.1001,9.76336,9.91168,9.39042
"MOCS2",11.2893,11.0907,11.2658,11.3117,11.236,11.4176
"ARL15",9.09155,9.09822,9.2671,9.58317,9.81554,9.69014
"ESM1",6.48,6.63268,6.74929,5.32707,5.64455,5.40706
"CDC20B",5.61443,5.638,5.50817,5.47558,5.63075,5.5105
"CCNO",8.51872,8.45405,8.34444,8.33919,8.22376,8.44093
"DHX29",10.9322,10.8487,10.9465,10.8377,10.7931,10.7619
"PLPP1",9.78402,9.7135,9.69841,11.224,11.2957,11.2072
"SLC38A9",9.70665,9.42862,9.70002,10.1076,10.0892,10.0482
"IL6ST",11.3781,11.2557,11.3763,11.2947,11.2657,11.1885
"ANKRD55",6.45538,6.40246,6.45115,6.08935,5.90491,5.99964
"MIER3",10.2436,10.1227,10.3354,10.1036,10.077,10.1381
"ACTBL2",6.97571,7.09971,6.81442,6.46058,6.36594,6.34876
"PLK2",11.2467,11.1931,11.2835,11.9021,12.0075,11.9398
"PDE4D",8.21277,8.22674,8.16705,8.29782,8.39338,8.09613
"DEPDC1B",10.2041,9.93363,10.1342,8.98704,8.90534,8.86077
"ELOVL7",6.65886,6.46889,6.65333,6.88697,6.97718,6.62911
"ERCC8",7.59062,7.52001,7.6429,7.6059,7.70312,7.53177
"SMIM15",10.1881,10.0589,10.1281,9.8513,9.85732,9.65892
"DIMT1",10.9128,10.7866,10.8648,10.3644,10.3076,10.2433
"CKS1B",13.2258,13.1814,13.2575,12.3857,12.2781,12.426
"ISCA1",11.3128,11.2198,11.4295,11.365,11.4573,11.3465
"HTR1A",6.40188,6.45497,6.35236,6.34562,6.06165,6.37673
"SREK1IP1",9.23692,9.03339,9.1805,8.82607,8.83066,8.71074
"ADAMTS6",7.03517,6.93928,6.96418,7.44463,7.54936,7.21304
"CENPK",10.7966,10.4709,10.5382,9.02751,8.917,8.9315
"TRIM23",8.31711,7.87198,8.315,8.3817,8.48434,8.24922
